names,scores,logfoldchanges,pvals,pvals_adj,pvals_adj_BH
IRS4,0.057505462,22.357304,0.9541425542454444,1.0,1.0
XIAP-AS1,0.057505462,22.483702,0.9541425542454444,1.0,1.0
RNF17,0.057505462,22.90947,0.9541425542454444,1.0,1.0
DLGAP2-AS1,0.057505462,22.580927,0.9541425542454444,1.0,1.0
BSPH1,0.057505462,22.220993,0.9541425542454444,1.0,1.0
OTC,0.057505462,22.344093,0.9541425542454444,1.0,1.0
IL12RB1,0.057505462,22.156382,0.9541425542454444,1.0,1.0
STAU2-AS1,0.057505462,22.908752,0.9541425542454444,1.0,1.0
CLEC2A,0.057505462,22.620659,0.9541425542454444,1.0,1.0
COMTD1,0.057505462,22.244484,0.9541425542454444,1.0,1.0
LINC01705,0.057505462,22.001925,0.9541425542454444,1.0,1.0
CERKL,0.057505462,23.031782,0.9541425542454444,1.0,1.0
MYH8,0.057505462,21.605598,0.9541425542454444,1.0,1.0
CENPN,0.057505462,22.704388,0.9541425542454444,1.0,1.0
SLC30A6-DT,0.057505462,21.975128,0.9541425542454444,1.0,1.0
GPR12,0.057505462,22.919937,0.9541425542454444,1.0,1.0
AMELY,0.057505462,22.99202,0.9541425542454444,1.0,1.0
FKBP6,0.057505462,23.031372,0.9541425542454444,1.0,1.0
LINC01502,0.057505462,22.74624,0.9541425542454444,1.0,1.0
LINC01883,0.057505462,22.931257,0.9541425542454444,1.0,1.0
LINC00323,0.057505462,22.523607,0.9541425542454444,1.0,1.0
CASC19,0.057505462,22.900896,0.9541425542454444,1.0,1.0
EFNA2,0.057505462,22.772964,0.9541425542454444,1.0,1.0
LINC01035,0.057505462,23.036726,0.9541425542454444,1.0,1.0
IDO1,0.057505462,23.097914,0.9541425542454444,1.0,1.0
TRIAP1,0.057505462,23.011076,0.9541425542454444,1.0,1.0
HSF2BP,0.057505462,22.782663,0.9541425542454444,1.0,1.0
MYBPC2,0.057505462,22.522383,0.9541425542454444,1.0,1.0
CNTFR-AS1,0.057505462,21.593473,0.9541425542454444,1.0,1.0
ICOSLG,0.057505462,23.042114,0.9541425542454444,1.0,1.0
CFAP410,0.057505462,23.097914,0.9541425542454444,1.0,1.0
KCNG1,0.057505462,22.541878,0.9541425542454444,1.0,1.0
HAS2,0.057505462,22.952818,0.9541425542454444,1.0,1.0
LINC01975,0.057505462,22.571415,0.9541425542454444,1.0,1.0
PYY,0.057505462,23.097027,0.9541425542454444,1.0,1.0
LINC01111,0.057505462,22.972975,0.9541425542454444,1.0,1.0
ITGB2,0.057505462,22.743517,0.9541425542454444,1.0,1.0
NDST1-AS1,0.057505462,22.877022,0.9541425542454444,1.0,1.0
TTLL9,0.057505462,22.344093,0.9541425542454444,1.0,1.0
LINC01524,0.057505462,23.106382,0.9541425542454444,1.0,1.0
LINC02752,0.057505462,22.972975,0.9541425542454444,1.0,1.0
ASPG,0.057505462,21.605598,0.9541425542454444,1.0,1.0
C21orf58,0.057505462,23.087336,0.9541425542454444,1.0,1.0
LINC01517,0.057505462,22.859503,0.9541425542454444,1.0,1.0
GLB1L3,0.057505462,22.344093,0.9541425542454444,1.0,1.0
LINC02732,0.057505462,22.519453,0.9541425542454444,1.0,1.0
ZNF774,0.057505462,22.509256,0.9541425542454444,1.0,1.0
CCDC62,0.057505462,23.013487,0.9541425542454444,1.0,1.0
MED18,0.057505462,22.156382,0.9541425542454444,1.0,1.0
LINC01919,0.057505462,22.220993,0.9541425542454444,1.0,1.0
LINC01918,0.057505462,22.86702,0.9541425542454444,1.0,1.0
OR8A1,0.057505462,22.936415,0.9541425542454444,1.0,1.0
DRICH1,0.057505462,21.88391,0.9541425542454444,1.0,1.0
SEPTIN9-DT,0.057505462,22.357304,0.9541425542454444,1.0,1.0
HHLA1,0.057505462,22.167986,0.9541425542454444,1.0,1.0
LINC00470,0.057505462,22.481874,0.9541425542454444,1.0,1.0
BTNL9,0.057505462,22.946259,0.9541425542454444,1.0,1.0
LINC01151,0.057505462,22.350155,0.9541425542454444,1.0,1.0
MATN3,0.057505462,22.554653,0.9541425542454444,1.0,1.0
IL1RAPL2,0.057505462,23.005077,0.9541425542454444,1.0,1.0
NEK8,0.057505462,23.07085,0.9541425542454444,1.0,1.0
FBXW9,0.057505462,22.431149,0.9541425542454444,1.0,1.0
LINC01287,0.057505462,23.122665,0.9541425542454444,1.0,1.0
FAAP24,0.057505462,23.242977,0.9541425542454444,1.0,1.0
PRAP1,0.057505462,23.016712,0.9541425542454444,1.0,1.0
MAP3K4-AS1,0.057505462,22.431149,0.9541425542454444,1.0,1.0
KCNG3,0.057505462,22.522383,0.9541425542454444,1.0,1.0
PAX5,0.057505462,22.812025,0.9541425542454444,1.0,1.0
ANK1,0.057505462,22.79596,0.9541425542454444,1.0,1.0
SHISA8,0.057505462,22.485592,0.9541425542454444,1.0,1.0
CA6,0.057505462,22.66783,0.9541425542454444,1.0,1.0
S100A14,0.057505462,23.038382,0.9541425542454444,1.0,1.0
THOC6,0.057505462,22.889235,0.9541425542454444,1.0,1.0
INTS9-AS1,0.057505462,22.859503,0.9541425542454444,1.0,1.0
ANO1,0.057505462,22.440872,0.9541425542454444,1.0,1.0
FRAT1,0.057505462,22.24391,0.9541425542454444,1.0,1.0
SH2D5,0.057505462,22.913425,0.9541425542454444,1.0,1.0
FOXP4-AS1,0.057505462,22.028032,0.9541425542454444,1.0,1.0
LINC01591,0.057505462,22.9581,0.9541425542454444,1.0,1.0
ZNF724,0.057505462,22.120499,0.9541425542454444,1.0,1.0
TFF3,0.057505462,22.491758,0.9541425542454444,1.0,1.0
SEC14L4,0.057505462,22.90553,0.9541425542454444,1.0,1.0
GIMAP6,0.057505462,23.17839,0.9541425542454444,1.0,1.0
LINC02610,0.057505462,22.952818,0.9541425542454444,1.0,1.0
CAVIN4,0.057505462,22.877022,0.9541425542454444,1.0,1.0
NMBR,0.057505462,22.912346,0.9541425542454444,1.0,1.0
ZNF732,0.057505462,22.523607,0.9541425542454444,1.0,1.0
ESPL1,0.057505462,21.435122,0.9541425542454444,1.0,1.0
FGF14-AS1,0.057505462,22.81397,0.9541425542454444,1.0,1.0
GHRHR,0.057505462,22.972975,0.9541425542454444,1.0,1.0
SIX2,0.057505462,22.572952,0.9541425542454444,1.0,1.0
FAM186B,0.057505462,22.580927,0.9541425542454444,1.0,1.0
CYP3A4,0.057505462,22.983809,0.9541425542454444,1.0,1.0
EHF,0.057505462,22.080963,0.9541425542454444,1.0,1.0
DDTL,0.057505462,22.81397,0.9541425542454444,1.0,1.0
ZNF367,0.057505462,23.150059,0.9541425542454444,1.0,1.0
DAOA-AS1,0.057505462,22.911266,0.9541425542454444,1.0,1.0
METTL14-DT,0.057505462,22.344093,0.9541425542454444,1.0,1.0
HTT-AS,0.057505462,23.087774,0.9541425542454444,1.0,1.0
CD36,0.057505462,23.342695,0.9541425542454444,1.0,1.0
WWC2-AS1,0.057505462,22.602581,0.9541425542454444,1.0,1.0
AQP3,0.057505462,22.156382,0.9541425542454444,1.0,1.0
MSI1,0.057505462,21.605598,0.9541425542454444,1.0,1.0
LINC00601,0.057505462,23.250431,0.9541425542454444,1.0,1.0
PPP1R17,0.057505462,22.421286,0.9541425542454444,1.0,1.0
ACBD3-AS1,0.057505462,22.571415,0.9541425542454444,1.0,1.0
MELK,0.057505462,22.350155,0.9541425542454444,1.0,1.0
LINC01630,0.057505462,22.028032,0.9541425542454444,1.0,1.0
L3MBTL4-AS1,0.057505462,22.767996,0.9541425542454444,1.0,1.0
LYPD6,0.057505462,22.244484,0.9541425542454444,1.0,1.0
YTHDF3-DT,0.057505462,22.965317,0.9541425542454444,1.0,1.0
LINC02790,0.057505462,22.596537,0.9541425542454444,1.0,1.0
GPR82,0.057505462,23.02076,0.9541425542454444,1.0,1.0
ZIK1,0.057505462,23.26392,0.9541425542454444,1.0,1.0
SMPD2,0.057505462,22.889235,0.9541425542454444,1.0,1.0
LINC02196,0.057505462,23.15717,0.9541425542454444,1.0,1.0
PIGA,0.057505462,23.33938,0.9541425542454444,1.0,1.0
KLLN,0.057505462,22.028032,0.9541425542454444,1.0,1.0
ADRB1,0.057505462,22.715204,0.9541425542454444,1.0,1.0
SPATA2,0.057505462,22.300123,0.9541425542454444,1.0,1.0
RABGAP1L-DT,0.057505462,22.983809,0.9541425542454444,1.0,1.0
TUBA3D,0.057505462,22.433628,0.9541425542454444,1.0,1.0
LINC00857,0.057505462,22.571415,0.9541425542454444,1.0,1.0
EMB,0.057505462,23.17839,0.9541425542454444,1.0,1.0
JAZF1-AS1,0.057505462,23.12221,0.9541425542454444,1.0,1.0
NYAP1,0.057505462,23.250431,0.9541425542454444,1.0,1.0
NARF-AS2,0.057505462,22.491758,0.9541425542454444,1.0,1.0
GOLGA8R,0.057505462,22.5295,0.9541425542454444,1.0,1.0
TRDN,0.057505462,23.034664,0.9541425542454444,1.0,1.0
ATP23,0.057505462,22.966461,0.9541425542454444,1.0,1.0
CYBB,0.057505462,22.926126,0.9541425542454444,1.0,1.0
GRHL3-AS1,0.057505462,21.172255,0.9541425542454444,1.0,1.0
METTL18,0.057505462,22.695702,0.9541425542454444,1.0,1.0
THOC3-AS1,0.057505462,22.721394,0.9541425542454444,1.0,1.0
LINC01899,0.057505462,23.121754,0.9541425542454444,1.0,1.0
PYCR3,0.057505462,22.120499,0.9541425542454444,1.0,1.0
C3orf18,0.057505462,22.489145,0.9541425542454444,1.0,1.0
SPATC1,0.057505462,23.0359,0.9541425542454444,1.0,1.0
SAMD12-AS1,0.057505462,23.07171,0.9541425542454444,1.0,1.0
TAC3,0.057505462,23.006273,0.9541425542454444,1.0,1.0
TRIM7-AS1,0.057505462,22.943834,0.9541425542454444,1.0,1.0
ZPBP,0.057505462,22.96379,0.9541425542454444,1.0,1.0
USH2A,0.057505462,23.034664,0.9541425542454444,1.0,1.0
SMAD1-AS1,0.057505462,22.620659,0.9541425542454444,1.0,1.0
MIR133A1HG,0.057505462,22.62442,0.9541425542454444,1.0,1.0
PRG2,0.057505462,21.593473,0.9541425542454444,1.0,1.0
MOGAT3,0.057505462,23.211302,0.9541425542454444,1.0,1.0
LINC02714,0.057505462,21.605598,0.9541425542454444,1.0,1.0
NTS,0.057505462,23.188717,0.9541425542454444,1.0,1.0
TPX2,0.057505462,23.097027,0.9541425542454444,1.0,1.0
CHIA,0.057505462,22.44702,0.9541425542454444,1.0,1.0
SYT6,0.057505462,22.889235,0.9541425542454444,1.0,1.0
LINC01256,0.057505462,21.172255,0.9541425542454444,1.0,1.0
LINC01894,0.057505462,23.23612,0.9541425542454444,1.0,1.0
SKA3,0.057505462,23.134163,0.9541425542454444,1.0,1.0
SHISA7,0.057505462,22.864622,0.9541425542454444,1.0,1.0
DDIAS,0.057505462,22.651407,0.9541425542454444,1.0,1.0
CLEC17A,0.057505462,23.31164,0.9541425542454444,1.0,1.0
LINC01925,0.057505462,22.74624,0.9541425542454444,1.0,1.0
LINC02435,0.057505462,22.300123,0.9541425542454444,1.0,1.0
C2orf66,0.057505462,22.978762,0.9541425542454444,1.0,1.0
LINC02201,0.057505462,22.74624,0.9541425542454444,1.0,1.0
GSC,0.057505462,22.912346,0.9541425542454444,1.0,1.0
RINL,0.057505462,22.421286,0.9541425542454444,1.0,1.0
MROH2B,0.057505462,22.064547,0.9541425542454444,1.0,1.0
LARS2-AS1,0.057505462,21.605598,0.9541425542454444,1.0,1.0
STPG2-AS1,0.057505462,23.367579,0.9541425542454444,1.0,1.0
SPACA5,0.057505462,23.213852,0.9541425542454444,1.0,1.0
CLCN1,0.057505462,22.509256,0.9541425542454444,1.0,1.0
NRN1L,0.057505462,22.554653,0.9541425542454444,1.0,1.0
MAGEC3,0.057505462,22.220993,0.9541425542454444,1.0,1.0
SPINK5,0.057505462,21.435122,0.9541425542454444,1.0,1.0
ARHGAP27,0.057505462,21.605598,0.9541425542454444,1.0,1.0
ZNF22-AS1,0.057505462,22.156382,0.9541425542454444,1.0,1.0
PADI4,0.057505462,23.07171,0.9541425542454444,1.0,1.0
SYP-AS1,0.057505462,22.646997,0.9541425542454444,1.0,1.0
SFTPD,0.057505462,22.892754,0.9541425542454444,1.0,1.0
MESP2,0.057505462,22.943834,0.9541425542454444,1.0,1.0
A2ML1,0.057505462,23.069134,0.9541425542454444,1.0,1.0
PTPN22,0.057505462,22.913425,0.9541425542454444,1.0,1.0
LIN28B,0.057505462,22.620659,0.9541425542454444,1.0,1.0
LHX2,0.057505462,22.602581,0.9541425542454444,1.0,1.0
DNAI2,0.057505462,23.096584,0.9541425542454444,1.0,1.0
DCXR-DT,0.057505462,22.24391,0.9541425542454444,1.0,1.0
S100Z,0.057505462,22.889235,0.9541425542454444,1.0,1.0
MGC27382,0.057505462,22.994379,0.9541425542454444,1.0,1.0
LRRC71,0.057505462,23.081661,0.9541425542454444,1.0,1.0
TTC39A,0.057505462,22.743517,0.9541425542454444,1.0,1.0
LHFPL3,0.057505462,22.936415,0.9541425542454444,1.0,1.0
C5orf58,0.057505462,22.92942,0.9541425542454444,1.0,1.0
FPR3,0.057505462,22.965317,0.9541425542454444,1.0,1.0
ZCCHC18,0.057505462,22.95357,0.9541425542454444,1.0,1.0
HOOK1,0.057505462,22.919573,0.9541425542454444,1.0,1.0
STC1,0.057505462,23.140604,0.9541425542454444,1.0,1.0
SPOCD1,0.057505462,22.13455,0.9541425542454444,1.0,1.0
GIMAP2,0.057505462,22.549877,0.9541425542454444,1.0,1.0
IL2RA,0.057505462,23.188717,0.9541425542454444,1.0,1.0
CD101,0.057505462,22.236475,0.9541425542454444,1.0,1.0
LINC01440,0.057505462,22.646997,0.9541425542454444,1.0,1.0
LINC02796,0.057505462,23.350286,0.9541425542454444,1.0,1.0
NBEAL2,0.057505462,22.491758,0.9541425542454444,1.0,1.0
AJM1,0.057505462,22.580927,0.9541425542454444,1.0,1.0
IGF2BP1,0.057505462,22.695702,0.9541425542454444,1.0,1.0
EMSLR,0.057505462,22.467533,0.9541425542454444,1.0,1.0
LINC01203,0.057505462,22.582996,0.9541425542454444,1.0,1.0
PCAT4,0.057505462,22.943834,0.9541425542454444,1.0,1.0
CMPK2,0.057505462,23.286005,0.9541425542454444,1.0,1.0
MYCN,0.057505462,21.605598,0.9541425542454444,1.0,1.0
GRHL1,0.057505462,22.919573,0.9541425542454444,1.0,1.0
PAUPAR,0.057505462,23.052149,0.9541425542454444,1.0,1.0
RASSF7,0.057505462,22.080963,0.9541425542454444,1.0,1.0
ALDH16A1,0.057505462,22.906246,0.9541425542454444,1.0,1.0
LAG3,0.057505462,22.450222,0.9541425542454444,1.0,1.0
WSCD2,0.057505462,22.483702,0.9541425542454444,1.0,1.0
RNF125,0.057505462,22.602581,0.9541425542454444,1.0,1.0
NAALADL2-AS3,0.057505462,22.62442,0.9541425542454444,1.0,1.0
S100A5,0.057505462,23.097914,0.9541425542454444,1.0,1.0
CCDC39-AS1,0.057505462,22.952818,0.9541425542454444,1.0,1.0
NPIPB7,0.057505462,22.855427,0.9541425542454444,1.0,1.0
WFIKKN2,0.057505462,22.431149,0.9541425542454444,1.0,1.0
DNAJC28,0.057505462,22.120499,0.9541425542454444,1.0,1.0
KCNK10,0.057505462,23.148172,0.9541425542454444,1.0,1.0
THBS3,0.057505462,22.912346,0.9541425542454444,1.0,1.0
LINC01134,0.057505462,22.300123,0.9541425542454444,1.0,1.0
NPIPB12,0.057505462,22.62442,0.9541425542454444,1.0,1.0
LIPG,0.057505462,22.13455,0.9541425542454444,1.0,1.0
VLDLR,0.057505462,22.582996,0.9541425542454444,1.0,1.0
WNT7A,0.057505462,22.571415,0.9541425542454444,1.0,1.0
SPATA3,0.057505462,22.560465,0.9541425542454444,1.0,1.0
DCT,0.057505462,22.889235,0.9541425542454444,1.0,1.0
FAM83A,0.057505462,23.12221,0.9541425542454444,1.0,1.0
ZNF229,0.057505462,23.009872,0.9541425542454444,1.0,1.0
SLC26A7,0.057505462,22.913786,0.9541425542454444,1.0,1.0
C17orf78,0.057505462,22.028032,0.9541425542454444,1.0,1.0
SLC35G4,0.057505462,22.877022,0.9541425542454444,1.0,1.0
BNIPL,0.057505462,22.491758,0.9541425542454444,1.0,1.0
LINC02028,0.057505462,22.483702,0.9541425542454444,1.0,1.0
LINC00879,0.057505462,22.74624,0.9541425542454444,1.0,1.0
TEDC2,0.057505462,22.9581,0.9541425542454444,1.0,1.0
LYSMD1,0.057505462,22.457575,0.9541425542454444,1.0,1.0
CHRNB3,0.057505462,22.767996,0.9541425542454444,1.0,1.0
ATF5,0.057505462,22.519453,0.9541425542454444,1.0,1.0
ADCYAP1R1,0.057505462,22.804602,0.9541425542454444,1.0,1.0
TOPAZ1,0.057505462,23.278757,0.9541425542454444,1.0,1.0
AADACL2-AS1,0.057505462,23.230364,0.9541425542454444,1.0,1.0
SULT1B1,0.057505462,22.156382,0.9541425542454444,1.0,1.0
SLC32A1,0.057505462,22.859503,0.9541425542454444,1.0,1.0
LINC01786,0.057505462,22.9581,0.9541425542454444,1.0,1.0
TCIM,0.057505462,22.220993,0.9541425542454444,1.0,1.0
TYMSOS,0.057505462,22.942347,0.9541425542454444,1.0,1.0
GLB1L2,0.057505462,22.646997,0.9541425542454444,1.0,1.0
DRD2,0.057505462,22.911266,0.9541425542454444,1.0,1.0
RSPH10B2,0.057505462,22.357304,0.9541425542454444,1.0,1.0
TRIM60,0.057505462,22.20775,0.9541425542454444,1.0,1.0
CAPN5,0.057505462,23.263647,0.9541425542454444,1.0,1.0
GORAB-AS1,0.057505462,22.748213,0.9541425542454444,1.0,1.0
CERS3,0.057505462,23.211302,0.9541425542454444,1.0,1.0
HLA-DMB,0.057505462,22.300123,0.9541425542454444,1.0,1.0
TENT5D,0.057505462,23.121754,0.9541425542454444,1.0,1.0
BPI,0.057505462,22.79596,0.9541425542454444,1.0,1.0
RIMKLA,0.057505462,22.216125,0.9541425542454444,1.0,1.0
ELOVL2-AS1,0.057505462,22.81397,0.9541425542454444,1.0,1.0
LRRTM1,0.057505462,23.31164,0.9541425542454444,1.0,1.0
MINAR1,0.057505462,22.236475,0.9541425542454444,1.0,1.0
NPFFR1,0.057505462,22.492233,0.9541425542454444,1.0,1.0
WFDC2,0.057505462,22.908752,0.9541425542454444,1.0,1.0
FAM83D,0.057505462,22.421286,0.9541425542454444,1.0,1.0
A1CF,0.057505462,21.172255,0.9541425542454444,1.0,1.0
CCDC198,0.057505462,22.888182,0.9541425542454444,1.0,1.0
FLNC-AS1,0.057505462,23.087336,0.9541425542454444,1.0,1.0
PAQR4,0.057505462,22.700615,0.9541425542454444,1.0,1.0
FMR1-AS1,0.057505462,22.300123,0.9541425542454444,1.0,1.0
TMPRSS15,0.057505462,23.280981,0.9541425542454444,1.0,1.0
UMODL1,0.057505462,22.244484,0.9541425542454444,1.0,1.0
P2RY12,0.057505462,22.523607,0.9541425542454444,1.0,1.0
GPR143,0.057505462,22.772964,0.9541425542454444,1.0,1.0
IGSF1,0.057505462,22.216125,0.9541425542454444,1.0,1.0
LINC02046,0.057505462,21.975128,0.9541425542454444,1.0,1.0
P2RY11,0.057505462,22.981476,0.9541425542454444,1.0,1.0
CCDC78,0.057505462,23.005077,0.9541425542454444,1.0,1.0
VWDE,0.057505462,22.572952,0.9541425542454444,1.0,1.0
PNLDC1,0.057505462,22.596537,0.9541425542454444,1.0,1.0
GOLGA7B,0.057505462,22.620659,0.9541425542454444,1.0,1.0
STX19,0.057505462,22.028032,0.9541425542454444,1.0,1.0
NAA10,0.057505462,23.148172,0.9541425542454444,1.0,1.0
KIF26A,0.057505462,22.064547,0.9541425542454444,1.0,1.0
TM4SF20,0.057505462,22.120499,0.9541425542454444,1.0,1.0
TOB1-AS1,0.057505462,22.721394,0.9541425542454444,1.0,1.0
IGSF9B,0.057505462,22.978762,0.9541425542454444,1.0,1.0
SCML4,0.057505462,22.715204,0.9541425542454444,1.0,1.0
LINC01801,0.057505462,23.202696,0.9541425542454444,1.0,1.0
TTBK1,0.057505462,22.99202,0.9541425542454444,1.0,1.0
CCDC194,0.057505462,22.344093,0.9541425542454444,1.0,1.0
CACNA1F,0.057505462,22.421286,0.9541425542454444,1.0,1.0
ZNRD2,0.057505462,22.572952,0.9541425542454444,1.0,1.0
MIR4527HG,0.057505462,23.027275,0.9541425542454444,1.0,1.0
LINC02016,0.057505462,22.911266,0.9541425542454444,1.0,1.0
SPRY3,0.057505462,22.523607,0.9541425542454444,1.0,1.0
NKILA,0.057505462,23.042114,0.9541425542454444,1.0,1.0
ATXN1-AS1,0.057505462,22.983809,0.9541425542454444,1.0,1.0
MCM8-AS1,0.057505462,22.120499,0.9541425542454444,1.0,1.0
IGSF22,0.057505462,23.122665,0.9541425542454444,1.0,1.0
C9orf50,0.057505462,22.167986,0.9541425542454444,1.0,1.0
ZFP42,0.057505462,22.646997,0.9541425542454444,1.0,1.0
CCDC89,0.057505462,22.804602,0.9541425542454444,1.0,1.0
RNF26,0.057505462,23.366953,0.9541425542454444,1.0,1.0
INPP5D,0.057505462,23.04921,0.9541425542454444,1.0,1.0
MEIOB,0.057505462,22.244484,0.9541425542454444,1.0,1.0
CDCA5,0.057505462,22.443373,0.9541425542454444,1.0,1.0
RHOXF1,0.057505462,22.855427,0.9541425542454444,1.0,1.0
ZNF182,0.057505462,22.696568,0.9541425542454444,1.0,1.0
RSPH10B,0.057505462,22.344093,0.9541425542454444,1.0,1.0
ZC3H12D,0.057505462,23.350897,0.9541425542454444,1.0,1.0
NXT2,0.057505462,22.913786,0.9541425542454444,1.0,1.0
ZIM2,0.057505462,22.590786,0.9541425542454444,1.0,1.0
IL2RG,0.057505462,22.350155,0.9541425542454444,1.0,1.0
LINC02653,0.057505462,23.202696,0.9541425542454444,1.0,1.0
NLRP13,0.057505462,23.177902,0.9541425542454444,1.0,1.0
FAM230I,0.057505462,23.121754,0.9541425542454444,1.0,1.0
GPR174,0.057505462,22.704388,0.9541425542454444,1.0,1.0
PDXP-DT,0.057505462,22.879105,0.9541425542454444,1.0,1.0
JMJD7,0.057505462,22.216125,0.9541425542454444,1.0,1.0
SCAT8,0.057505462,22.932728,0.9541425542454444,1.0,1.0
ZBBX,0.057505462,23.350286,0.9541425542454444,1.0,1.0
ZNF157,0.057505462,23.096584,0.9541425542454444,1.0,1.0
DAPL1,0.057505462,22.877022,0.9541425542454444,1.0,1.0
S100A9,0.057505462,23.156693,0.9541425542454444,1.0,1.0
LINC00364,0.057505462,22.730005,0.9541425542454444,1.0,1.0
SPIN2A,0.057505462,23.150059,0.9541425542454444,1.0,1.0
LINC01791,0.057505462,22.646997,0.9541425542454444,1.0,1.0
SYTL5,0.057505462,23.31164,0.9541425542454444,1.0,1.0
FMR1-IT1,0.057505462,22.080963,0.9541425542454444,1.0,1.0
EPHA1,0.057505462,22.509256,0.9541425542454444,1.0,1.0
LINC02335,0.057505462,23.038382,0.9541425542454444,1.0,1.0
KLHL11,0.057505462,22.064547,0.9541425542454444,1.0,1.0
TNFRSF10C,0.057505462,22.965317,0.9541425542454444,1.0,1.0
NTSR2,0.057505462,22.064547,0.9541425542454444,1.0,1.0
IL2RB,0.057505462,22.772964,0.9541425542454444,1.0,1.0
GPR35,0.057505462,22.296518,0.9541425542454444,1.0,1.0
SLC22A8,0.057505462,22.602581,0.9541425542454444,1.0,1.0
OXER1,0.057505462,23.148172,0.9541425542454444,1.0,1.0
LUARIS,0.057505462,22.79596,0.9541425542454444,1.0,1.0
LINC00326,0.057505462,22.44702,0.9541425542454444,1.0,1.0
ADAMTS9-AS1,0.057505462,22.646997,0.9541425542454444,1.0,1.0
SEC62-AS1,0.057505462,22.344093,0.9541425542454444,1.0,1.0
CHAT,0.057505462,22.889585,0.9541425542454444,1.0,1.0
KCNK13,0.057505462,22.549877,0.9541425542454444,1.0,1.0
ECE1-AS1,0.057505462,22.647823,0.9541425542454444,1.0,1.0
MIR4422HG,0.057505462,23.32982,0.9541425542454444,1.0,1.0
OOEP-AS1,0.057505462,22.519453,0.9541425542454444,1.0,1.0
ST6GALNAC2,0.057505462,22.79596,0.9541425542454444,1.0,1.0
PAFAH1B3,0.057505462,22.925396,0.9541425542454444,1.0,1.0
KRTAP5-8,0.057505462,21.605598,0.9541425542454444,1.0,1.0
LRRIQ3,0.057505462,22.812998,0.9541425542454444,1.0,1.0
MYO1H,0.057505462,22.911266,0.9541425542454444,1.0,1.0
SLC10A1,0.057505462,21.435122,0.9541425542454444,1.0,1.0
LINC02810,0.057505462,22.772964,0.9541425542454444,1.0,1.0
HIGD2B,0.057505462,22.028032,0.9541425542454444,1.0,1.0
ST6GALNAC1,0.057505462,23.132774,0.9541425542454444,1.0,1.0
CCDC74B,0.057505462,22.220993,0.9541425542454444,1.0,1.0
MFSD4A,0.057505462,23.328634,0.9541425542454444,1.0,1.0
SYNPR-AS1,0.057505462,23.069134,0.9541425542454444,1.0,1.0
CHRNA5,0.057505462,23.484514,0.9541425542454444,1.0,1.0
PLEKHG4B,0.057505462,22.804602,0.9541425542454444,1.0,1.0
CCL28,0.057505462,23.541138,0.9541425542454444,1.0,1.0
BUB1,0.057505462,23.334286,0.9541425542454444,1.0,1.0
CCDC175,0.057505462,23.474981,0.9541425542454444,1.0,1.0
SPACA7,0.057505462,23.21846,0.9541425542454444,1.0,1.0
SLC35F4,0.057505462,22.92942,0.9541425542454444,1.0,1.0
GFI1,0.057505462,23.156693,0.9541425542454444,1.0,1.0
UST-AS2,0.057505462,22.300123,0.9541425542454444,1.0,1.0
DNAJB4,0.057505462,22.350155,0.9541425542454444,1.0,1.0
BOLL,0.057505462,22.028032,0.9541425542454444,1.0,1.0
HNF4A,0.057505462,23.069134,0.9541425542454444,1.0,1.0
AKR7A3,0.057505462,22.695702,0.9541425542454444,1.0,1.0
SLC29A2,0.057505462,22.549877,0.9541425542454444,1.0,1.0
SLC1A7,0.057505462,22.620659,0.9541425542454444,1.0,1.0
GTSE1-DT,0.057505462,22.421286,0.9541425542454444,1.0,1.0
FAM151A,0.057505462,22.13455,0.9541425542454444,1.0,1.0
ACMSD,0.057505462,22.028032,0.9541425542454444,1.0,1.0
REPIN1-AS1,0.057505462,22.566563,0.9541425542454444,1.0,1.0
TEKT5,0.057505462,23.037554,0.9541425542454444,1.0,1.0
LGI2,0.057505462,23.097914,0.9541425542454444,1.0,1.0
ADGRE1,0.057505462,22.804602,0.9541425542454444,1.0,1.0
CLUL1,0.057505462,23.005077,0.9541425542454444,1.0,1.0
CNIH2,0.057505462,22.433628,0.9541425542454444,1.0,1.0
NLRP6,0.057505462,22.582996,0.9541425542454444,1.0,1.0
ITGAM,0.057505462,22.889235,0.9541425542454444,1.0,1.0
CATSPERD,0.057505462,23.120386,0.9541425542454444,1.0,1.0
C1orf87,0.057505462,22.549877,0.9541425542454444,1.0,1.0
COA7,0.057505462,21.172255,0.9541425542454444,1.0,1.0
PUSL1,0.057505462,22.572952,0.9541425542454444,1.0,1.0
GPR171,0.057505462,22.90947,0.9541425542454444,1.0,1.0
SLC22A1,0.057505462,23.013487,0.9541425542454444,1.0,1.0
TEX36,0.057505462,23.037554,0.9541425542454444,1.0,1.0
ARHGEF38,0.057505462,22.491758,0.9541425542454444,1.0,1.0
EVA1A-AS,0.057505462,22.344093,0.9541425542454444,1.0,1.0
SPSB4,0.057505462,22.90947,0.9541425542454444,1.0,1.0
MORF4L2-AS1,0.057505462,22.300123,0.9541425542454444,1.0,1.0
PLCXD2,0.057505462,22.864622,0.9541425542454444,1.0,1.0
MIR223HG,0.057505462,22.889235,0.9541425542454444,1.0,1.0
LINC00636,0.057505462,22.919937,0.9541425542454444,1.0,1.0
NPAS4,0.057505462,22.541878,0.9541425542454444,1.0,1.0
ZNF630-AS1,0.057505462,22.344093,0.9541425542454444,1.0,1.0
